oln_id_a	oln_id_b	edge_typ
YKL043W	YIL010W	transcription_factor->target_gene
YKL043W	YIL012W	transcription_factor->target_gene
YKL043W	YIL013C	transcription_factor->target_gene
YKL043W	YIL099W	transcription_factor->target_gene
YKL043W	YIL118W	transcription_factor->target_gene
YKL043W	YJL105W	transcription_factor->target_gene
YKL043W	YJR127C	transcription_factor->target_gene
YKL043W	YJR159W	transcription_factor->target_gene
YKL043W	YKL062W	transcription_factor->target_gene
YKL043W	YKL063C	transcription_factor->target_gene
YKL043W	YKL109W	transcription_factor->target_gene
YKL043W	YKL110C	transcription_factor->target_gene
YKL043W	YKR102W	transcription_factor->target_gene
YKL043W	YML115C	transcription_factor->target_gene
YKL043W	YML116W	transcription_factor->target_gene
YKL043W	YML131W	transcription_factor->target_gene
YKL043W	YMR011W	transcription_factor->target_gene
YKL043W	YMR015C	transcription_factor->target_gene
YKL043W	YMR016C	transcription_factor->target_gene
YKL043W	YMR017W	transcription_factor->target_gene
YKL043W	YMR018W	transcription_factor->target_gene
YKL043W	YMR019W	transcription_factor->target_gene
YKL043W	YMR020W	transcription_factor->target_gene
YKL043W	YMR135C	transcription_factor->target_gene
YKL043W	YMR136W	transcription_factor->target_gene
YKL043W	YMR137C	transcription_factor->target_gene
YKL043W	YMR138W	transcription_factor->target_gene
YKL043W	YMR194C-A	transcription_factor->target_gene
YKL043W	YMR195W	transcription_factor->target_gene
YKL043W	YMR305C	transcription_factor->target_gene
YKL043W	YNL178W	transcription_factor->target_gene
YKL043W	YOR107W	transcription_factor->target_gene
YKL043W	YPL177C	transcription_factor->target_gene
YKL043W	YPL265W	transcription_factor->target_gene
YKL043W	YPR013C	transcription_factor->target_gene
YKL062W	YBR074W	transcription_factor->target_gene
YKL062W	YDR228C	transcription_factor->target_gene
YKL062W	YDR229W	transcription_factor->target_gene
YKL062W	YER103W	transcription_factor->target_gene
YKL062W	YER189W	transcription_factor->target_gene
YKL062W	YHR035W	transcription_factor->target_gene
YKL062W	YHR087W	transcription_factor->target_gene
YKL062W	YIL050W	transcription_factor->target_gene
YKL062W	YIL051C	transcription_factor->target_gene
YKL062W	YLL026W	transcription_factor->target_gene
YKL062W	YLR438C-A	transcription_factor->target_gene
YKL062W	YLR439W	transcription_factor->target_gene
YKL062W	YML131W	transcription_factor->target_gene
YKL062W	YMR165C	transcription_factor->target_gene
YKL062W	YNL007C	transcription_factor->target_gene
YKL062W	YNL337W	transcription_factor->target_gene
YKL062W	YOR236W	transcription_factor->target_gene
YKL062W	YPL150W	transcription_factor->target_gene
YKL062W	YPL151C	transcription_factor->target_gene
YKL062W	YPR202W	transcription_factor->target_gene
YKL109W	YBL001C	transcription_factor->target_gene
YKL109W	YBL044W	transcription_factor->target_gene
YKL109W	YBL045C	transcription_factor->target_gene
YKL109W	YBL099W	transcription_factor->target_gene
YKL109W	YBR039W	transcription_factor->target_gene
YKL109W	YDL066W	transcription_factor->target_gene
YKL109W	YDL067C	transcription_factor->target_gene
YKL109W	YDL181W	transcription_factor->target_gene
YKL109W	YDR298C	transcription_factor->target_gene
YKL109W	YDR299W	transcription_factor->target_gene
YKL109W	YDR377W	transcription_factor->target_gene
YKL109W	YDR473C	transcription_factor->target_gene
YKL109W	YDR529C	transcription_factor->target_gene
YKL109W	YDR543C	transcription_factor->target_gene
YKL109W	YEL024W	transcription_factor->target_gene
YKL109W	YEL025C	transcription_factor->target_gene
YKL109W	YFL021W	transcription_factor->target_gene
YKL109W	YGL001C	transcription_factor->target_gene
YKL109W	YGL187C	transcription_factor->target_gene
YKL109W	YGL191W	transcription_factor->target_gene
YKL109W	YGR183C	transcription_factor->target_gene
YKL109W	YHR001W	transcription_factor->target_gene
YKL109W	YHR001W-A	transcription_factor->target_gene
YKL109W	YHR051W	transcription_factor->target_gene
YKL109W	YHR193C	transcription_factor->target_gene
YKL109W	YHR194W	transcription_factor->target_gene
YKL109W	YJR077C	transcription_factor->target_gene
YKL109W	YJR078W	transcription_factor->target_gene
YKL109W	YJR121W	transcription_factor->target_gene
YKL109W	YKL015W	transcription_factor->target_gene
YKL109W	YKL016C	transcription_factor->target_gene
YKL109W	YKR093W	transcription_factor->target_gene
YKL109W	YLL065W	transcription_factor->target_gene
YKL109W	YLR038C	transcription_factor->target_gene
YKL109W	YLR171W	transcription_factor->target_gene
YKL109W	YLR294C	transcription_factor->target_gene
YKL109W	YLR295C	transcription_factor->target_gene
YKL109W	YLR296W	transcription_factor->target_gene
YKL109W	YLR304C	transcription_factor->target_gene
YKL109W	YLR395C	transcription_factor->target_gene
YKL109W	YML088W	transcription_factor->target_gene
YKL109W	YML089C	transcription_factor->target_gene
YKL109W	YML091C	transcription_factor->target_gene
YKL109W	YMR256C	transcription_factor->target_gene
YKL109W	YNL052W	transcription_factor->target_gene
YKL109W	YNL337W	transcription_factor->target_gene
YKL109W	YOR064C	transcription_factor->target_gene
YKL109W	YOR065W	transcription_factor->target_gene
YKL109W	YPL078C	transcription_factor->target_gene
YKL109W	YPL270W	transcription_factor->target_gene
YKL109W	YPL271W	transcription_factor->target_gene
YKL109W	YPR020W	transcription_factor->target_gene
YKL109W	YPR190C	transcription_factor->target_gene
YKL109W	YPR191W	transcription_factor->target_gene
YKL112W	YAL003W	transcription_factor->target_gene
YKL112W	YAL023C	transcription_factor->target_gene
YKL112W	YAL036C	transcription_factor->target_gene
YKL112W	YAL041W	transcription_factor->target_gene
YKL112W	YAL042W	transcription_factor->target_gene
YKL112W	YAL043C	transcription_factor->target_gene
YKL112W	YAL043C-A	transcription_factor->target_gene
YKL112W	YAL053W	transcription_factor->target_gene
YKL112W	YAL054C	transcription_factor->target_gene
YKL112W	YBL007C	transcription_factor->target_gene
YKL112W	YBL024W	transcription_factor->target_gene
YKL112W	YBL032W	transcription_factor->target_gene
YKL112W	YBL038W	transcription_factor->target_gene
YKL112W	YBL039C	transcription_factor->target_gene
YKL112W	YBL041W	transcription_factor->target_gene
YKL112W	YBL079W	transcription_factor->target_gene
YKL112W	YBL080C	transcription_factor->target_gene
YKL112W	YBR011C	transcription_factor->target_gene
YKL112W	YBR029C	transcription_factor->target_gene
YKL112W	YBR030W	transcription_factor->target_gene
YKL112W	YBR031W	transcription_factor->target_gene
YKL112W	YBR077C	transcription_factor->target_gene
YKL112W	YBR078W	transcription_factor->target_gene
YKL112W	YBR080C	transcription_factor->target_gene
YKL112W	YBR101C	transcription_factor->target_gene
YKL112W	YBR146W	transcription_factor->target_gene
YKL112W	YBR161W	transcription_factor->target_gene
YKL112W	YBR162C	transcription_factor->target_gene
YKL112W	YBR162W-A	transcription_factor->target_gene
YKL112W	YBR199W	transcription_factor->target_gene
YKL112W	YBR210W	transcription_factor->target_gene
YKL112W	YBR211C	transcription_factor->target_gene
YKL112W	YBR212W	transcription_factor->target_gene
YKL112W	YBR282W	transcription_factor->target_gene
YKL112W	YBR283C	transcription_factor->target_gene
YKL112W	YBR284W	transcription_factor->target_gene
YKL112W	YBR290W	transcription_factor->target_gene
YKL112W	YCL005W	transcription_factor->target_gene
YKL112W	YCL011C	transcription_factor->target_gene
YKL112W	YCL031C	transcription_factor->target_gene
YKL112W	YCL064C	transcription_factor->target_gene
YKL112W	YCR003W	transcription_factor->target_gene
YKL112W	YCR053W	transcription_factor->target_gene
YKL112W	YCR082W	transcription_factor->target_gene
YKL112W	YCR085W	transcription_factor->target_gene
YKL112W	YDL005C	transcription_factor->target_gene
YKL112W	YDL010W	transcription_factor->target_gene
YKL112W	YDL012C	transcription_factor->target_gene
YKL112W	YDL035C	transcription_factor->target_gene
YKL112W	YDL061C	transcription_factor->target_gene
YKL112W	YDL070W	transcription_factor->target_gene
YKL112W	YDL105W	transcription_factor->target_gene
YKL112W	YDL106C	transcription_factor->target_gene
YKL112W	YDL116W	transcription_factor->target_gene
YKL112W	YDL122W	transcription_factor->target_gene
YKL112W	YDL130W-A	transcription_factor->target_gene
YKL112W	YDL145C	transcription_factor->target_gene
YKL112W	YDL159W	transcription_factor->target_gene
YKL112W	YDL160C	transcription_factor->target_gene
YKL112W	YDL190C	transcription_factor->target_gene
YKL112W	YDL193W	transcription_factor->target_gene
YKL112W	YDL208W	transcription_factor->target_gene
YKL112W	YDL209C	transcription_factor->target_gene
YKL112W	YDL229W	transcription_factor->target_gene
YKL112W	YDR027C	transcription_factor->target_gene
YKL112W	YDR130C	transcription_factor->target_gene
YKL112W	YDR165W	transcription_factor->target_gene
YKL112W	YDR168W	transcription_factor->target_gene
YKL112W	YDR194C	transcription_factor->target_gene
YKL112W	YDR195W	transcription_factor->target_gene
YKL112W	YDR207C	transcription_factor->target_gene
YKL112W	YDR208W	transcription_factor->target_gene
YKL112W	YDR233C	transcription_factor->target_gene
YKL112W	YDR234W	transcription_factor->target_gene
YKL112W	YDR245W	transcription_factor->target_gene
YKL112W	YDR280W	transcription_factor->target_gene
YKL112W	YDR283C	transcription_factor->target_gene
YKL112W	YDR284C	transcription_factor->target_gene
YKL112W	YDR295C	transcription_factor->target_gene
YKL112W	YDR296W	transcription_factor->target_gene
YKL112W	YDR301W	transcription_factor->target_gene
YKL112W	YDR326C	transcription_factor->target_gene
YKL112W	YDR327W	transcription_factor->target_gene
YKL112W	YDR329C	transcription_factor->target_gene
YKL112W	YDR330W	transcription_factor->target_gene
YKL112W	YDR339C	transcription_factor->target_gene
YKL112W	YDR340W	transcription_factor->target_gene
YKL112W	YDR347W	transcription_factor->target_gene
YKL112W	YDR361C	transcription_factor->target_gene
YKL112W	YDR363W-A	transcription_factor->target_gene
YKL112W	YDR365W-A	transcription_factor->target_gene
YKL112W	YDR365W-B	transcription_factor->target_gene
YKL112W	YDR379W	transcription_factor->target_gene
YKL112W	YDR384C	transcription_factor->target_gene
YKL112W	YDR385W	transcription_factor->target_gene
YKL112W	YDR404C	transcription_factor->target_gene
YKL112W	YDR405W	transcription_factor->target_gene
YKL112W	YDR410C	transcription_factor->target_gene
YKL112W	YDR422C	transcription_factor->target_gene
YKL112W	YDR462W	transcription_factor->target_gene
YKL112W	YDR463W	transcription_factor->target_gene
YKL112W	YEL017C-A	transcription_factor->target_gene
YKL112W	YEL017W	transcription_factor->target_gene
YKL112W	YEL037C	transcription_factor->target_gene
YKL112W	YEL044W	transcription_factor->target_gene
YKL112W	YER003C	transcription_factor->target_gene
YKL112W	YER006W	transcription_factor->target_gene
YKL112W	YER026C	transcription_factor->target_gene
YKL112W	YER107C	transcription_factor->target_gene
YKL112W	YER119C	transcription_factor->target_gene
YKL112W	YER141W	transcription_factor->target_gene
YKL112W	YFL012W	transcription_factor->target_gene
YKL112W	YFL017W-A	transcription_factor->target_gene
YKL112W	YFL018C	transcription_factor->target_gene
YKL112W	YFL033C	transcription_factor->target_gene
YKL112W	YFL048C	transcription_factor->target_gene
YKL112W	YFR044C	transcription_factor->target_gene
YKL112W	YGL105W	transcription_factor->target_gene
YKL112W	YGL106W	transcription_factor->target_gene
YKL112W	YGL107C	transcription_factor->target_gene
YKL112W	YGL192W	transcription_factor->target_gene
YKL112W	YGL194C	transcription_factor->target_gene
YKL112W	YGL195W	transcription_factor->target_gene
YKL112W	YGL225W	transcription_factor->target_gene
YKL112W	YGL228W	transcription_factor->target_gene
YKL112W	YGL229C	transcription_factor->target_gene
YKL112W	YGL253W	transcription_factor->target_gene
YKL112W	YGL256W	transcription_factor->target_gene
YKL112W	YGR056W	transcription_factor->target_gene
YKL112W	YGR059W	transcription_factor->target_gene
YKL112W	YGR074W	transcription_factor->target_gene
YKL112W	YGR119C	transcription_factor->target_gene
YKL112W	YGR128C	transcription_factor->target_gene
YKL112W	YGR129W	transcription_factor->target_gene
YKL112W	YGR183C	transcription_factor->target_gene
YKL112W	YGR185C	transcription_factor->target_gene
YKL112W	YGR186W	transcription_factor->target_gene
YKL112W	YGR231C	transcription_factor->target_gene
YKL112W	YGR232W	transcription_factor->target_gene
YKL112W	YGR252W	transcription_factor->target_gene
YKL112W	YGR253C	transcription_factor->target_gene
YKL112W	YGR268C	transcription_factor->target_gene
YKL112W	YGR270W	transcription_factor->target_gene
YKL112W	YGR282C	transcription_factor->target_gene
YKL112W	YHL027W	transcription_factor->target_gene
YKL112W	YHL028W	transcription_factor->target_gene
YKL112W	YHL029C	transcription_factor->target_gene
YKL112W	YHR051W	transcription_factor->target_gene
YKL112W	YHR064C	transcription_factor->target_gene
YKL112W	YHR077C	transcription_factor->target_gene
YKL112W	YHR078W	transcription_factor->target_gene
YKL112W	YHR090C	transcription_factor->target_gene
YKL112W	YHR115C	transcription_factor->target_gene
YKL112W	YHR116W	transcription_factor->target_gene
YKL112W	YHR161C	transcription_factor->target_gene
YKL112W	YHR162W	transcription_factor->target_gene
YKL112W	YHR165C	transcription_factor->target_gene
YKL112W	YHR196W	transcription_factor->target_gene
YKL112W	YHR197W	transcription_factor->target_gene
YKL112W	YHR199C	transcription_factor->target_gene
YKL112W	YHR200W	transcription_factor->target_gene
YKL112W	YIL020C	transcription_factor->target_gene
YKL112W	YIL031W	transcription_factor->target_gene
YKL112W	YIL032C	transcription_factor->target_gene
YKL112W	YIL033C	transcription_factor->target_gene
YKL112W	YIL036W	transcription_factor->target_gene
YKL112W	YIL037C	transcription_factor->target_gene
YKL112W	YIL048W	transcription_factor->target_gene
YKL112W	YIL091C	transcription_factor->target_gene
YKL112W	YIL135C	transcription_factor->target_gene
YKL112W	YIL143C	transcription_factor->target_gene
YKL112W	YIR010W	transcription_factor->target_gene
YKL112W	YIR023W	transcription_factor->target_gene
YKL112W	YJL008C	transcription_factor->target_gene
YKL112W	YJL056C	transcription_factor->target_gene
YKL112W	YJL062W	transcription_factor->target_gene
YKL112W	YJL063C	transcription_factor->target_gene
YKL112W	YJL111W	transcription_factor->target_gene
YKL112W	YJL174W	transcription_factor->target_gene
YKL112W	YJL176C	transcription_factor->target_gene
YKL112W	YJL183W	transcription_factor->target_gene
YKL112W	YJL184W	transcription_factor->target_gene
YKL112W	YJL201W	transcription_factor->target_gene
YKL112W	YJR009C	transcription_factor->target_gene
YKL112W	YJR017C	transcription_factor->target_gene
YKL112W	YJR042W	transcription_factor->target_gene
YKL112W	YJR045C	transcription_factor->target_gene
YKL112W	YJR046W	transcription_factor->target_gene
YKL112W	YJR048W	transcription_factor->target_gene
YKL112W	YJR058C	transcription_factor->target_gene
YKL112W	YJR062C	transcription_factor->target_gene
YKL112W	YJR089W	transcription_factor->target_gene
YKL112W	YJR104C	transcription_factor->target_gene
YKL112W	YJR105W	transcription_factor->target_gene
YKL112W	YJR116W	transcription_factor->target_gene
YKL112W	YJR137C	transcription_factor->target_gene
YKL112W	YJR138W	transcription_factor->target_gene
YKL112W	YJR146W	transcription_factor->target_gene
YKL112W	YJR147W	transcription_factor->target_gene
YKL112W	YKL004W	transcription_factor->target_gene
YKL112W	YKL005C	transcription_factor->target_gene
YKL112W	YKL008C	transcription_factor->target_gene
YKL112W	YKL014C	transcription_factor->target_gene
YKL112W	YKL015W	transcription_factor->target_gene
YKL112W	YKL016C	transcription_factor->target_gene
YKL112W	YKL028W	transcription_factor->target_gene
YKL112W	YKL029C	transcription_factor->target_gene
YKL112W	YKL030W	transcription_factor->target_gene
YKL112W	YKL069W	transcription_factor->target_gene
YKL112W	YKL135C	transcription_factor->target_gene
YKL112W	YKL143W	transcription_factor->target_gene
YKL112W	YKL144C	transcription_factor->target_gene
YKL112W	YKL167C	transcription_factor->target_gene
YKL112W	YKL172W	transcription_factor->target_gene
YKL112W	YKL177W	transcription_factor->target_gene
YKL112W	YKL179C	transcription_factor->target_gene
YKL112W	YKL190W	transcription_factor->target_gene
YKL112W	YKL192C	transcription_factor->target_gene
YKL112W	YKL195W	transcription_factor->target_gene
YKL112W	YKL196C	transcription_factor->target_gene
YKL112W	YKL211C	transcription_factor->target_gene
YKL112W	YKR029C	transcription_factor->target_gene
YKL112W	YKR030W	transcription_factor->target_gene
YKL112W	YKR039W	transcription_factor->target_gene
YKL112W	YKR046C	transcription_factor->target_gene
YKL112W	YKR047W	transcription_factor->target_gene
YKL112W	YKR056W	transcription_factor->target_gene
YKL112W	YKR059W	transcription_factor->target_gene
YKL112W	YKR065C	transcription_factor->target_gene
YKL112W	YKR081C	transcription_factor->target_gene
YKL112W	YKR082W	transcription_factor->target_gene
YKL112W	YKR099W	transcription_factor->target_gene
YKL112W	YLL011W	transcription_factor->target_gene
YKL112W	YLL033W	transcription_factor->target_gene
YKL112W	YLL034C	transcription_factor->target_gene
YKL112W	YLL044W	transcription_factor->target_gene
YKL112W	YLR024C	transcription_factor->target_gene
YKL112W	YLR025W	transcription_factor->target_gene
YKL112W	YLR027C	transcription_factor->target_gene
YKL112W	YLR055C	transcription_factor->target_gene
YKL112W	YLR056W	transcription_factor->target_gene
YKL112W	YLR095C	transcription_factor->target_gene
YKL112W	YLR096W	transcription_factor->target_gene
YKL112W	YLR174W	transcription_factor->target_gene
YKL112W	YLR222C	transcription_factor->target_gene
YKL112W	YLR229C	transcription_factor->target_gene
YKL112W	YLR259C	transcription_factor->target_gene
YKL112W	YLR264W	transcription_factor->target_gene
YKL112W	YLR293C	transcription_factor->target_gene
YKL112W	YLR330W	transcription_factor->target_gene
YKL112W	YLR340W	transcription_factor->target_gene
YKL112W	YLR380W	transcription_factor->target_gene
YKL112W	YLR396C	transcription_factor->target_gene
YKL112W	YLR398C	transcription_factor->target_gene
YKL112W	YLR399C	transcription_factor->target_gene
YKL112W	YLR400W	transcription_factor->target_gene
YKL112W	YML012W	transcription_factor->target_gene
YKL112W	YML107C	transcription_factor->target_gene
YKL112W	YMR005W	transcription_factor->target_gene
YKL112W	YMR033W	transcription_factor->target_gene
YKL112W	YMR060C	transcription_factor->target_gene
YKL112W	YMR078C	transcription_factor->target_gene
YKL112W	YMR079W	transcription_factor->target_gene
YKL112W	YMR083W	transcription_factor->target_gene
YKL112W	YMR092C	transcription_factor->target_gene
YKL112W	YMR093W	transcription_factor->target_gene
YKL112W	YMR197C	transcription_factor->target_gene
YKL112W	YMR198W	transcription_factor->target_gene
YKL112W	YMR200W	transcription_factor->target_gene
YKL112W	YMR203W	transcription_factor->target_gene
YKL112W	YMR260C	transcription_factor->target_gene
YKL112W	YMR296C	transcription_factor->target_gene
YKL112W	YMR297W	transcription_factor->target_gene
YKL112W	YNL036W	transcription_factor->target_gene
YKL112W	YNL037C	transcription_factor->target_gene
YKL112W	YNL059C	transcription_factor->target_gene
YKL112W	YNL071W	transcription_factor->target_gene
YKL112W	YNL085W	transcription_factor->target_gene
YKL112W	YNL116W	transcription_factor->target_gene
YKL112W	YNL117W	transcription_factor->target_gene
YKL112W	YNL118C	transcription_factor->target_gene
YKL112W	YNL119W	transcription_factor->target_gene
YKL112W	YNL121C	transcription_factor->target_gene
YKL112W	YNL149C	transcription_factor->target_gene
YKL112W	YNL183C	transcription_factor->target_gene
YKL112W	YNL189W	transcription_factor->target_gene
YKL112W	YNL212W	transcription_factor->target_gene
YKL112W	YNL213C	transcription_factor->target_gene
YKL112W	YNL255C	transcription_factor->target_gene
YKL112W	YNL258C	transcription_factor->target_gene
YKL112W	YNL267W	transcription_factor->target_gene
YKL112W	YNL287W	transcription_factor->target_gene
YKL112W	YNL306W	transcription_factor->target_gene
YKL112W	YNL307C	transcription_factor->target_gene
YKL112W	YNL312W	transcription_factor->target_gene
YKL112W	YNL313C	transcription_factor->target_gene
YKL112W	YNL321W	transcription_factor->target_gene
YKL112W	YNL322C	transcription_factor->target_gene
YKL112W	YNR017W	transcription_factor->target_gene
YKL112W	YNR038W	transcription_factor->target_gene
YKL112W	YNR046W	transcription_factor->target_gene
YKL112W	YNR053C	transcription_factor->target_gene
YKL112W	YOL025W	transcription_factor->target_gene
YKL112W	YOL036W	transcription_factor->target_gene
YKL112W	YOL041C	transcription_factor->target_gene
YKL112W	YOL068C	transcription_factor->target_gene
YKL112W	YOL076W	transcription_factor->target_gene
YKL112W	YOL077C	transcription_factor->target_gene
YKL112W	YOL103W-A	transcription_factor->target_gene
YKL112W	YOL103W-B	transcription_factor->target_gene
YKL112W	YOL104C	transcription_factor->target_gene
YKL112W	YOL116W	transcription_factor->target_gene
YKL112W	YOL126C	transcription_factor->target_gene
YKL112W	YOR027W	transcription_factor->target_gene
YKL112W	YOR045W	transcription_factor->target_gene
YKL112W	YOR056C	transcription_factor->target_gene
YKL112W	YOR057W	transcription_factor->target_gene
YKL112W	YOR058C	transcription_factor->target_gene
YKL112W	YOR085W	transcription_factor->target_gene
YKL112W	YOR116C	transcription_factor->target_gene
YKL112W	YOR117W	transcription_factor->target_gene
YKL112W	YOR145C	transcription_factor->target_gene
YKL112W	YOR147W	transcription_factor->target_gene
YKL112W	YOR194C	transcription_factor->target_gene
YKL112W	YOR205C	transcription_factor->target_gene
YKL112W	YOR206W	transcription_factor->target_gene
YKL112W	YOR207C	transcription_factor->target_gene
YKL112W	YOR208W	transcription_factor->target_gene
YKL112W	YOR209C	transcription_factor->target_gene
YKL112W	YOR210W	transcription_factor->target_gene
YKL112W	YOR261C	transcription_factor->target_gene
YKL112W	YOR262W	transcription_factor->target_gene
YKL112W	YOR310C	transcription_factor->target_gene
YKL112W	YOR322C	transcription_factor->target_gene
YKL112W	YPL012W	transcription_factor->target_gene
YKL112W	YPL013C	transcription_factor->target_gene
YKL112W	YPL036W	transcription_factor->target_gene
YKL112W	YPL037C	transcription_factor->target_gene
YKL112W	YPL050C	transcription_factor->target_gene
YKL112W	YPL129W	transcription_factor->target_gene
YKL112W	YPL159C	transcription_factor->target_gene
YKL112W	YPL228W	transcription_factor->target_gene
YKL112W	YPL242C	transcription_factor->target_gene
YKL112W	YPL254W	transcription_factor->target_gene
YKL112W	YPR017C	transcription_factor->target_gene
YKL112W	YPR018W	transcription_factor->target_gene
YKL112W	YPR045C	transcription_factor->target_gene
YKL112W	YPR104C	transcription_factor->target_gene
YKL112W	YPR128C	transcription_factor->target_gene
YKL112W	YPR129W	transcription_factor->target_gene
YKL112W	YPR176C	transcription_factor->target_gene
YKL112W	YPR178W	transcription_factor->target_gene
YKL112W	YPR186C	transcription_factor->target_gene
YKL112W	YPR187W	transcription_factor->target_gene
YKL185W	YDR055W	transcription_factor->target_gene
YKL185W	YML020W	transcription_factor->target_gene
YKL185W	YMR305C	transcription_factor->target_gene
YKL185W	YNL289W	transcription_factor->target_gene
YKL185W	YNR010W	transcription_factor->target_gene
YKR034W	YAR071W	transcription_factor->target_gene
YKR034W	YCL025C	transcription_factor->target_gene
YKR034W	YDR281C	transcription_factor->target_gene
YKR034W	YHR136C	transcription_factor->target_gene
YKR034W	YLR048W	transcription_factor->target_gene
YKR034W	YLR312C	transcription_factor->target_gene
YKR099W	YAL044C	transcription_factor->target_gene
YKR099W	YAL045C	transcription_factor->target_gene
YKR099W	YAR015W	transcription_factor->target_gene
YKR099W	YBR145W	transcription_factor->target_gene
YKR099W	YCL030C	transcription_factor->target_gene
YKR099W	YDR019C	transcription_factor->target_gene
YKR099W	YDR408C	transcription_factor->target_gene
YKR099W	YDR409W	transcription_factor->target_gene
YKR099W	YDR471W	transcription_factor->target_gene
YKR099W	YER055C	transcription_factor->target_gene
YKR099W	YER061C	transcription_factor->target_gene
YKR099W	YER091C	transcription_factor->target_gene
YKR099W	YER091C-A	transcription_factor->target_gene
YKR099W	YER092W	transcription_factor->target_gene
YKR099W	YFL059W	transcription_factor->target_gene
YKR099W	YFL060C	transcription_factor->target_gene
YKR099W	YFR028C	transcription_factor->target_gene
YKR099W	YFR036W	transcription_factor->target_gene
YKR099W	YGL054C	transcription_factor->target_gene
YKR099W	YGL105W	transcription_factor->target_gene
YKR099W	YGL186C	transcription_factor->target_gene
YKR099W	YGL215W	transcription_factor->target_gene
YKR099W	YGL234W	transcription_factor->target_gene
YKR099W	YGR061C	transcription_factor->target_gene
YKR099W	YGR204W	transcription_factor->target_gene
YKR099W	YIL116W	transcription_factor->target_gene
YKR099W	YKL180W	transcription_factor->target_gene
YKR099W	YKL217W	transcription_factor->target_gene
YKR099W	YKR079C	transcription_factor->target_gene
YKR099W	YKR080W	transcription_factor->target_gene
YKR099W	YLR058C	transcription_factor->target_gene
YKR099W	YLR061W	transcription_factor->target_gene
YKR099W	YLR334C	transcription_factor->target_gene
YKR099W	YLR355C	transcription_factor->target_gene
YKR099W	YLR358C	transcription_factor->target_gene
YKR099W	YLR359W	transcription_factor->target_gene
YKR099W	YLR441C	transcription_factor->target_gene
YKR099W	YMR012W	transcription_factor->target_gene
YKR099W	YMR098C	transcription_factor->target_gene
YKR099W	YMR120C	transcription_factor->target_gene
YKR099W	YMR135C	transcription_factor->target_gene
YKR099W	YMR186W	transcription_factor->target_gene
YKR099W	YMR187C	transcription_factor->target_gene
YKR099W	YMR188C	transcription_factor->target_gene
YKR099W	YMR189W	transcription_factor->target_gene
YKR099W	YMR243C	transcription_factor->target_gene
YKR099W	YMR244W	transcription_factor->target_gene
YKR099W	YMR300C	transcription_factor->target_gene
YKR099W	YNL220W	transcription_factor->target_gene
YKR099W	YNL284C-A	transcription_factor->target_gene
YKR099W	YOL119C	transcription_factor->target_gene
YKR099W	YOR043W	transcription_factor->target_gene
YKR099W	YOR128C	transcription_factor->target_gene
YKR099W	YOR198C	transcription_factor->target_gene
YKR099W	YOR199W	transcription_factor->target_gene
YKR099W	YOR200W	transcription_factor->target_gene
YKR099W	YOR201C	transcription_factor->target_gene
YKR099W	YOR202W	transcription_factor->target_gene
YKR099W	YOR222W	transcription_factor->target_gene
YKR099W	YOR269W	transcription_factor->target_gene
YKR099W	YPL018W	transcription_factor->target_gene
YKR099W	YPL251W	transcription_factor->target_gene
YKR099W	YPL253C	transcription_factor->target_gene
YKR099W	YPR009W	transcription_factor->target_gene
YLR013W	YDL082W	transcription_factor->target_gene
YLR013W	YDL083C	transcription_factor->target_gene
YLR013W	YDL114W	transcription_factor->target_gene
YLR013W	YDL115C	transcription_factor->target_gene
YLR013W	YEL074W	transcription_factor->target_gene
YLR013W	YEL075C	transcription_factor->target_gene
YLR013W	YGR296W	transcription_factor->target_gene
YLR013W	YHR091C	transcription_factor->target_gene
YLR013W	YIL018W	transcription_factor->target_gene
YLR013W	YJL189W	transcription_factor->target_gene
YLR013W	YJL190C	transcription_factor->target_gene
YLR013W	YKL001C	transcription_factor->target_gene
YLR013W	YNL337W	transcription_factor->target_gene
YLR013W	YOL166C	transcription_factor->target_gene
YLR013W	YPR202W	transcription_factor->target_gene
YLR098C	YCL063W	transcription_factor->target_gene
YLR098C	YCL064C	transcription_factor->target_gene
YLR098C	YHR053C	transcription_factor->target_gene
YLR098C	YPR139C	transcription_factor->target_gene
YLR098C	YPR140W	transcription_factor->target_gene
YLR131C	YBL082C	transcription_factor->target_gene
YLR131C	YBR157C	transcription_factor->target_gene
YLR131C	YBR158W	transcription_factor->target_gene
YLR131C	YBR162W-A	transcription_factor->target_gene
YLR131C	YDR155C	transcription_factor->target_gene
YLR131C	YEL007W	transcription_factor->target_gene
YLR131C	YER078C	transcription_factor->target_gene
YLR131C	YER079W	transcription_factor->target_gene
YLR131C	YER081W	transcription_factor->target_gene
YLR131C	YER124C	transcription_factor->target_gene
YLR131C	YER126C	transcription_factor->target_gene
YLR131C	YER127W	transcription_factor->target_gene
YLR131C	YER152C	transcription_factor->target_gene
YLR131C	YER154W	transcription_factor->target_gene
YLR131C	YER177W	transcription_factor->target_gene
YLR131C	YER189W	transcription_factor->target_gene
YLR131C	YFL022C	transcription_factor->target_gene
YLR131C	YFR017C	transcription_factor->target_gene
YLR131C	YGL007W	transcription_factor->target_gene
YLR131C	YGL008C	transcription_factor->target_gene
YLR131C	YGL028C	transcription_factor->target_gene
YLR131C	YER125W	transcription_factor->target_gene
YLR131C	YGL227W	transcription_factor->target_gene
YLR131C	YGL228W	transcription_factor->target_gene
